seqnames	start	end	width	strand	name	score
chr19	1194462	1194761	300	*	normal_down_112	0.152040293986599
chr13	28503235	28503534	300	*	liver_cancer_up_42	0.030350219955047
chr1	147774724	147775138	415	*	liver_cancer_up_20	0.391380125858698
chr6	29521411	29521710	300	*	liver_cancer_up_52	0.278724514817198
chr4	7454571	7454870	300	*	brain_cancer_up_39	1.5407643977801
chr8	53852213	53852627	415	*	liver_cancer_up_25	0.0673475317028632
chr10	35295004	35295303	300	*	liver_cancer_up_56	0.531036561628183
chr18	60618600	60618899	300	*	normal_down_70	0.174995302359263
chr11	69478996	69479295	300	*	liver_cancer_up_8	0.715155979593595
chr8	144358350	144358649	300	*	liver_cancer_up_27	0.102192564830184
chr4	988556	988855	300	*	normal_down_36	0.334719298680623
chr14	46326606	46326905	300	*	liver_cancer_up_28	0.12236220056812
chr2	204068233	204068532	300	*	liver_cancer_up_18	0.086345030789574
chr19	48983563	48983862	300	*	liver_cancer_up_23	0.305617279758056
chr1	160951915	160952299	385	*	liver_cancer_up_44	0.0734934331728266
chr7	129418295	129418594	300	*	liver_cancer_up_69	0.150215490460396
chr2	89852611	89852910	300	*	liver_cancer_down_139	55.8088647969564
chr11	69517700	69518273	574	*	liver_cancer_up_21	0.0878465826321354
chr1	26659124	26659423	300	*	liver_cancer_down_164	1.64459000349045
chr10	35330496	35330795	300	*	liver_cancer_up_32	0.541409320831299
chr20	18190210	18190509	300	*	normal_down_81	1.15139521598816
chr1	161035722	161036021	300	*	liver_cancer_up_60	0.444307053337495
chr11	131550844	131551743	900	*	normal_down_60	0.800732627014319
chr19	835434	835733	300	*	normal_up_112	0.241266692032417
chr1	145969148	145969447	300	*	brain_cancer_up_13	0.00422597999374072
chr8	2129864	2130163	300	*	liver_cancer_down_179	0.565709082285563
chr11	69650079	69650455	377	*	liver_cancer_up_65	0.0687859541383283
chr9	134391333	134391632	300	*	normal_down_44	1.31745827674866
chr19	433635	433934	300	*	normal_down_104	6.05250905036926
chr5	46383346	46383645	300	*	liver_cancer_down_189	1.18385876456896
chr11	103280915	103281514	600	*	brain_cancer_up_3	0.198958564450343
chr16	87196263	87196862	600	*	normal_down_33	2.28358150442441
chr7	63386705	63387004	300	*	liver_cancer_up_64	0.274306339373191
chr5	115264476	115264775	300	*	normal_down_118	0.755399098594983
chr1	76002602	76002901	300	*	liver_cancer_down_37	2.21999925802151
chr6	1927220	1927519	300	*	normal_down_69	4.28325206796328
chr13	61551933	61552232	300	*	normal_down_103	0.0822151322166125
chr5	162486769	162487068	300	*	brain_cancer_up_31	0.0752997833242019
chr9	2823955	2824254	300	*	liver_cancer_up_1	0.00614687999089559
chr13	37574137	37574436	300	*	normal_down_82	0.0362089765941103
chr1	147752954	147753553	600	*	liver_cancer_up_14	0.141090969902774
chr4	2771680	2772060	381	*	liver_cancer_up_15	0.121834317940896
chr10	35199876	35200175	300	*	liver_cancer_down_2	3.778148021698
chr5	68427903	68428202	300	*	normal_down_31	0.09412486170729
chr10	42542408	42542707	300	*	liver_cancer_down_187	33.3560796991984
chr5	62006249	62006548	300	*	liver_cancer_up_29	0.00518642999231815
chr1	25161244	25161621	378	*	liver_cancer_down_50	0.248499116815981
chr11	69464605	69464904	300	*	liver_cancer_up_11	0.50894593000412
chr14	77735923	77736222	300	*	liver_cancer_down_122	0.256922284041842
chr9	69703231	69703530	300	*	liver_cancer_down_123	6.15085978190104
chr10	61365646	61365945	300	*	liver_cancer_down_136	0.700269013543924
chr7	27182735	27183034	300	*	brain_cancer_down_45	0.1177518521746
chr6	1625273	1625572	300	*	liver_cancer_up_66	0.0895144106944402
chr19	30386536	30386835	300	*	liver_cancer_up_41	1.03854169522723
chr14	50053157	50053756	600	*	liver_cancer_down_1	0.0733308722140888
chr2	109816026	109816325	300	*	normal_down_42	10.0962231957912
chr2	10676231	10676640	410	*	liver_cancer_down_46	3.15179671078193
chr4	186198959	186199258	300	*	liver_cancer_down_141	1.65659547110399
chr19	431535	433034	1500	*	normal_down_45	4.66584030596415
chr10	79333224	79333523	300	*	liver_cancer_up_3	0.106610588928064
chr22	24593475	24593774	300	*	liver_cancer_up_16	0.245684665938218
chr2	240981669	240981968	300	*	liver_cancer_down_153	1.27779135584831
chr3	49723977	49724276	300	*	liver_cancer_up_70	0.316950574815273
chr20	26312455	26312754	300	*	liver_cancer_down_184	18.0840522829692
chr6	601535	602134	600	*	brain_cancer_up_37	2.13869672954083
chr5	80039381	80039680	300	*	liver_cancer_down_36	1.27337332800031
chr10	823521	823820	300	*	liver_cancer_down_98	1.45989387094975
chr2	131881185	131881484	300	*	liver_cancer_down_54	0.041587563144664
chr6	134995934	134996233	300	*	brain_cancer_up_17	0
chr2	87645236	87645535	300	*	liver_cancer_up_55	4.3076476764679
chr18	20798272	20798571	300	*	liver_cancer_down_116	1.67580457429091
chr10	134824482	134824781	300	*	normal_down_85	4.18422892252604
chr11	77907332	77907709	378	*	normal_up_85	0.0376559400132724
chr2	233764717	233765500	784	*	normal_down_38	2.13824093569906
chr21	9827129	9827584	456	*	brain_cancer_up_26	52.5387427877439
chr12	132813407	132813970	564	*	normal_down_22	1.57198129076484
chr18	72627724	72628023	300	*	normal_down_100	3.0104549797376
chr1	16974552	16974926	375	*	liver_cancer_up_33	1.64768240388234
chr10	133765874	133766352	479	*	liver_cancer_down_64	1.23453764178808
chr6	29685554	29685853	300	*	liver_cancer_down_142	0.61507635846734
chr2	230049402	230049701	300	*	normal_down_49	0.196029171086848
chr12	63244486	63244785	300	*	brain_cancer_up_18	0
chr10	134387072	134387371	300	*	normal_down_106	2.68995066801707
chr17	19530990	19531352	363	*	normal_up_91	0.169389555359018
chr11	69462582	69463082	501	*	liver_cancer_up_35	0.477870331701642
chr12	75347200	75347499	300	*	brain_cancer_up_16	0.014598899881045
chr10	35501470	35501769	300	*	liver_cancer_up_68	0.770862478117148
chr12	127650489	127650982	494	*	brain_cancer_up_1	0.00880738659215118
chr3	166735369	166735668	300	*	brain_cancer_up_34	0.639087819159031
chr19	50155132	50155431	300	*	normal_up_100	0
chr12	133159856	133160155	300	*	normal_up_70	0.00115253999829292
chr10	7755889	7756188	300	*	liver_cancer_up_31	0.88803814013799
chr11	69465933	69466353	421	*	liver_cancer_up_12	0.879125728176778
chr1	156616535	156616834	300	*	liver_cancer_up_59	0.203040612588326
chr19	7532280	7532579	300	*	brain_cancer_down_49	0.256537880077958
chr14	61192448	61192747	300	*	normal_down_56	0.267583307027817
chr1	102695616	102696011	396	*	liver_cancer_down_40	2.94627331234891
chr10	5411929	5413034	1106	*	normal_down_12	0.553895209112607
chr17	8199264	8199563	300	*	liver_cancer_up_7	0.548228706369797
chr4	9256799	9257098	300	*	normal_down_86	1.43031191527843
chr14	50329282	50329581	300	*	brain_cancer_up_32	0.0570510327567657
chr20	62766477	62766776	300	*	normal_down_53	1.8328392636776
chr22	44230302	44230853	552	*	normal_up_106	0.00950010324679855
chr10	135478947	135479246	300	*	normal_up_110	0.992151660124461
chr17	81153421	81153720	300	*	brain_cancer_down_36	0.67164728363355
chr21	45830362	45830661	300	*	normal_down_116	0.964778637687365
chr7	64029866	64030165	300	*	liver_cancer_up_53	0.225803494205077
chr7	6693256	6693555	300	*	normal_up_103	0
chr1	149224070	149224369	300	*	brain_cancer_up_22	0.0090282299866279
chr6	106983610	106983909	300	*	liver_cancer_down_74	2.3549434462438
chr16	21530186	21530485	300	*	normal_down_117	0.16567875901858
chr15	21359962	21360261	300	*	normal_up_49	0.0261244366317987
