seqnames	start	end	width	strand	name	score
chr19	1194462	1194761	300	*	normal_down_112	0.114221335873008
chr13	28503235	28503534	300	*	liver_cancer_up_42	0
chr1	147774724	147775138	415	*	liver_cancer_up_20	0.12912112650383
chr6	29521411	29521710	300	*	liver_cancer_up_52	0
chr4	7454571	7454870	300	*	brain_cancer_up_39	0.792262411316236
chr8	53852213	53852627	415	*	liver_cancer_up_25	0
chr10	35295004	35295303	300	*	liver_cancer_up_56	0.636912215848764
chr18	60618600	60618899	300	*	normal_down_70	0.0399539651970069
chr11	69478996	69479295	300	*	liver_cancer_up_8	0.266986310482025
chr8	144358350	144358649	300	*	liver_cancer_up_27	0
chr4	988556	988855	300	*	normal_down_36	0.310230490167936
chr14	46326606	46326905	300	*	liver_cancer_up_28	0
chr2	204068233	204068532	300	*	liver_cancer_up_18	0.140778971612453
chr19	48983563	48983862	300	*	liver_cancer_up_23	0.0300829855600993
chr1	160951915	160952299	385	*	liver_cancer_up_44	0.0384583622217178
chr7	129418295	129418594	300	*	liver_cancer_up_69	0
chr2	89852611	89852910	300	*	liver_cancer_down_139	60.203953742981
chr11	69517700	69518273	574	*	liver_cancer_up_21	0
chr1	26659124	26659423	300	*	liver_cancer_down_164	0.601423834810654
chr10	35330496	35330795	300	*	liver_cancer_up_32	0.524101216246684
chr20	18190210	18190509	300	*	normal_down_81	0.955603414177895
chr1	161035722	161036021	300	*	liver_cancer_up_60	0.188488616545995
chr11	131550844	131551743	900	*	normal_down_60	0.227110755369067
chr19	835434	835733	300	*	normal_up_112	0.075912533874313
chr1	145969148	145969447	300	*	brain_cancer_up_13	0
chr8	2129864	2130163	300	*	liver_cancer_down_179	0.491667912105719
chr11	69650079	69650455	377	*	liver_cancer_up_65	0.0837855043793863
chr9	134391333	134391632	300	*	normal_down_44	0.546663357118765
chr19	433635	433934	300	*	normal_down_104	6.2638320684433
chr5	46383346	46383645	300	*	liver_cancer_down_189	1.97842338681221
chr11	103280915	103281514	600	*	brain_cancer_up_3	0.0432442917426427
chr16	87196263	87196862	600	*	normal_down_33	0.681919054289659
chr7	63386705	63387004	300	*	liver_cancer_up_64	0
chr5	115264476	115264775	300	*	normal_down_118	0.591552986254295
chr1	76002602	76002901	300	*	liver_cancer_down_37	4.8137404422462
chr6	1927220	1927519	300	*	normal_down_69	1.61954325407743
chr13	61551933	61552232	300	*	normal_down_103	0.0401889885216951
chr5	162486769	162487068	300	*	brain_cancer_up_31	0.141013994812965
chr9	2823955	2824254	300	*	liver_cancer_up_1	0
chr13	37574137	37574436	300	*	normal_down_82	0.0766176038483779
chr1	147752954	147753553	600	*	liver_cancer_up_14	0.0112811195850372
chr4	2771680	2772060	381	*	liver_cancer_up_15	0.055147205320556
chr10	35199876	35200175	300	*	liver_cancer_down_2	28.3856037457784
chr5	68427903	68428202	300	*	normal_down_31	0.0430092054605484
chr10	42542408	42542707	300	*	liver_cancer_down_187	17.7322477722168
chr5	62006249	62006548	300	*	liver_cancer_up_29	0
chr1	25161244	25161621	378	*	liver_cancer_down_50	0.449714576579118
chr11	69464605	69464904	300	*	liver_cancer_up_11	0.665114869624376
chr14	77735923	77736222	300	*	liver_cancer_down_122	0.994617147197326
chr9	69703231	69703530	300	*	liver_cancer_down_123	3.08491148392359
chr10	61365646	61365945	300	*	liver_cancer_down_136	2.1993449921906
chr7	27182735	27183034	300	*	brain_cancer_down_45	0.00329032654563586
chr6	1625273	1625572	300	*	liver_cancer_up_66	0
chr19	30386536	30386835	300	*	liver_cancer_up_41	0.988741607268651
chr14	50053157	50053756	600	*	liver_cancer_down_1	0.133023012578487
chr2	109816026	109816325	300	*	normal_down_42	23.8675224908193
chr2	10676231	10676640	410	*	liver_cancer_down_46	4.1363468266115
chr4	186198959	186199258	300	*	liver_cancer_down_141	3.82335367033879
chr19	431535	433034	1500	*	normal_down_45	5.72722769117355
chr10	79333224	79333523	300	*	liver_cancer_up_3	0.036663638651371
chr22	24593475	24593774	300	*	liver_cancer_up_16	0.0517050849397977
chr2	240981669	240981968	300	*	liver_cancer_down_153	3.3225196647644
chr3	49723977	49724276	300	*	liver_cancer_up_70	0
chr20	26312455	26312754	300	*	liver_cancer_down_184	12.4451708698273
chr6	601535	602134	600	*	brain_cancer_up_37	2.97445063710213
chr5	80039381	80039680	300	*	liver_cancer_down_36	4.90304915150007
chr10	823521	823820	300	*	liver_cancer_down_98	4.39069912354151
chr2	131881185	131881484	300	*	liver_cancer_down_54	0.665584779356917
chr6	134995934	134996233	300	*	brain_cancer_up_17	0.0300829855600993
chr2	87645236	87645535	300	*	liver_cancer_up_55	0.0096359563122193
chr18	20798272	20798571	300	*	liver_cancer_down_116	3.44802184661229
chr10	134824482	134824781	300	*	normal_down_85	1.43575517117977
chr11	77907332	77907709	378	*	normal_up_85	0.0098859017527608
chr2	233764717	233765500	784	*	normal_down_38	2.52943469583988
chr21	9827129	9827584	456	*	brain_cancer_up_26	22.3239349414382
chr12	132813407	132813970	564	*	normal_down_22	0.835456562327578
chr18	72627724	72628023	300	*	normal_down_100	1.62071835120519
chr1	16974552	16974926	375	*	liver_cancer_up_33	0.084608281771342
